,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
88,신락도,"다원,다원",X(완결),공포/스릴러,"감염자 수용소 신락도,
이 곳엔 더 무서운 게
존재하고 있었다.",카카오,https://webtoon.kakao.com/content/신락도/2132,https://kr-a.kakaopagecdn.com/P/C/2132/c1/2x/ed0dc6e2-33be-4e8b-8287-89f02a4713b7.png
89,나만 아는 사랑,"아임,아임",X(완결),로맨스,"사랑을
고백하지 못하는 이들의
짝사랑 로맨스",카카오,https://webtoon.kakao.com/content/나만-아는-사랑/1694,https://kr-a.kakaopagecdn.com/P/C/1694/c1/2x/73b56ee0-c5c3-49d8-a24a-34c2da9b139d.png
90,시월드 게임 -please save my husband-,"송백,송백",X(완결),판타지 드라마,"남편을 지키기 위해
지금부터 이 결혼은 
나, 은비파가 지배한다",카카오,https://webtoon.kakao.com/content/시월드-게임--please-save-my-husband-/2420,https://kr-a.kakaopagecdn.com/P/C/2420/c1/2x/3266adff-323f-419e-8f96-98f1cdb02e41.png
91,씨방것들,"오청,오청",X(완결),드라마,"관종 패밀리의 막내, 
인생의 목표는
'공기처럼 살기'",카카오,https://webtoon.kakao.com/content/씨방것들/1908,https://kr-a.kakaopagecdn.com/P/C/1908/c1/2x/386a0a83-5c48-465f-b4f0-668c99f6b5b2.png
92,멸종인간,"디디,디디",X(완결),공포/스릴러,"인류는
멸종당하지 않기 위해
고군분투한다.",카카오,https://webtoon.kakao.com/content/멸종인간/1705,https://kr-a.kakaopagecdn.com/P/C/1705/c1/2x/6da87b44-597c-40ce-8cb2-a24a6e7cfb80.png
93,지구의 주인은 고양이다,"HON,HON",X(완결),코믹/일상,"지구 정복을
꿈꾸는 고양이 치치의
지구(?) 정복기!",카카오,https://webtoon.kakao.com/content/지구의-주인은-고양이다/2817,https://kr-a.kakaopagecdn.com/P/C/2817/c1/2x/6182b507-e3d1-49c2-8a71-3b4ada789693.png
94,뽈쟁이 LOL 리그,"뽈쟁이,뽈쟁이",X(완결),코믹/일상,"겜생(게임인생)
뽈쟁이가 말하는
하이브리드 롤 웹툰",카카오,https://webtoon.kakao.com/content/뽈쟁이-LOL-리그/2558,https://kr-a.kakaopagecdn.com/P/C/2558/c1/2x/72604985-b271-4282-88da-99e01020074f.png
95,미드나잇 블루,"보보군,보보군",X(완결),로맨스,"꿈을 좇는 남자,
쟁취하려는 여자
자존심 싸움",카카오,https://webtoon.kakao.com/content/미드나잇-블루/2073,https://kr-a.kakaopagecdn.com/P/C/2073/c1/2x/1a0b5ab4-7d87-4c7b-a61f-ba49c127439d.png
96,흑우,"유베테,늙슬",X(완결),드라마,"호구들의 몸부림,
그리고 펼쳐지는
대 주식사기극!",카카오,https://webtoon.kakao.com/content/흑우/1795,https://kr-a.kakaopagecdn.com/P/C/1795/c1/2x/b564fb2b-5435-4dbe-ac84-c044e04030c0.png
97,허니 블러드,"이나래,이나래",X(완결),로맨스,"동양 마녀, 
뱀파이어를 만나다",카카오,https://webtoon.kakao.com/content/허니-블러드/2569,https://kr-a.kakaopagecdn.com/P/C/2569/c1/2x/e396cf26-4c8b-4255-aa49-643434482771.png
98,울화통 고등학교,"박세가,박세가",X(완결),코믹/일상,"세기말,
울화통 터지는
녀석들이 온다.",카카오,https://webtoon.kakao.com/content/울화통-고등학교/2512,https://kr-a.kakaopagecdn.com/P/C/2512/c1/2x/aad922b1-3c6f-407c-914f-37380443d12e.png
99,교수님을 빚는 중,"서아,서아",X(완결),로맨스,"내가 하는 보컬수업에
우리 과 교수님이
수강생으로 들어왔다.",카카오,https://webtoon.kakao.com/content/교수님을-빚는-중/1760,https://kr-a.kakaopagecdn.com/P/C/1760/c1/2x/7ed5e38f-0a07-4307-be5a-ab84f3b09915.png
100,어린 (물고기 비늘),"윤태호,윤태호",X(완결),드라마,"도피처로 선택한 남극.
그곳에는 더한 고통이 
그를 기다리고 있었다.",카카오,https://webtoon.kakao.com/content/어린-물고기-비늘/1905,https://kr-a.kakaopagecdn.com/P/C/1905/c1/2x/38d4169d-9080-4179-9104-ebc7762da8d0.png
101,록산,"백작,백작",X(완결),판타지 드라마,"어머니의 죽음과 함께
찾아온 의문의 여인은
그의 삶을 뒤흔드는데.",카카오,https://webtoon.kakao.com/content/록산/1995,https://kr-a.kakaopagecdn.com/P/C/1995/c1/2x/cf19c52a-73aa-4170-96bf-8a18e2e765ca.png
102,유리의 성,"다우,해원",X(완결),로맨스,"황제 유리와 그녀를 
둘러싼 피바람 부는 
황궁 암투가 시작된다!",카카오,https://webtoon.kakao.com/content/유리의-성/2768,https://kr-a.kakaopagecdn.com/P/C/2768/c1/2x/d3214846-c26d-4847-b246-89efdb01fe67.png
103,바스락,"이상훈,이현세",X(완결),판타지 드라마,"아빠의 영혼을 구하라
딸 영규가 간다
죽은 자들의 세상으로!",카카오,https://webtoon.kakao.com/content/바스락/2561,https://kr-a.kakaopagecdn.com/P/C/2561/c1/2x/aacf13ff-657c-4188-92fc-d72b0e28e4fa.png
104,샬롯의 편지,"꼬막,꼬막",X(완결),로맨스 판타지,"후작가의 비밀,
그 소용돌이로 휘말린
샬롯의 운명은?!",카카오,https://webtoon.kakao.com/content/샬롯의-편지/2766,https://kr-a.kakaopagecdn.com/P/C/2766/c1/2x/599c9264-8ef9-44c0-9bee-853370f40813.png
105,엄마들,"마영신,마영신",X(완결),드라마,"차라리 모르고 싶은
엄마들의
연애, 노동, 목소리",카카오,https://webtoon.kakao.com/content/엄마들/1488,https://kr-a.kakaopagecdn.com/P/C/1488/c1/2x/6a19d388-0be1-49a2-9a6d-e4c4f2691497.png
106,뱀파이어 신드롬,"이충호,이충호",X(완결),학원/판타지,"뱀파이어의 피 묻은
손을 잡던 그 순간,
복수가 시작됐다.",카카오,https://webtoon.kakao.com/content/뱀파이어-신드롬/1898,https://kr-a.kakaopagecdn.com/P/C/1898/c1/2x/630301f7-18d3-456f-854d-466b50c538d7.png
107,주간소년열애사,"박시인,박시인",X(완결),로맨스,"한집에 사는 
고등학생 5명의 
열애치정 드라마",카카오,https://webtoon.kakao.com/content/주간소년열애사/1262,https://kr-a.kakaopagecdn.com/P/C/1262/c1/2x/9fda1c0d-1a08-4b09-84c0-06b872c5b03e.png
108,생사결: 여래의 복수,"스튜디오M,A4스튜디오",X(완결),액션/무협,"화산의 명예가 더럽혀질
때, 화산의 그림자는 
문호를 정리하라",카카오,https://webtoon.kakao.com/content/생사결-여래의-복수/2642,https://kr-a.kakaopagecdn.com/P/C/2642/c1/2x/3ec1a754-24f5-4817-957a-84459493f496.png
109,두번째 썸,"비아이,비아이",X(완결),로맨스,"전 남친에게 
설레어버린 유소리.
그렇다면 그 남자는?",카카오,https://webtoon.kakao.com/content/두번째-썸/2047,https://kr-a.kakaopagecdn.com/P/C/2047/c1/2x/03499ea1-1dd2-499b-b9b0-e3806a5b5676.png
110,일생에 변태를 세 번 만날 확률,"오리발,오리발",X(완결),드라마,"얼음공주 차미라에게
배달된 선물, 
그것은 남자의 XX?!",카카오,https://webtoon.kakao.com/content/일생에-변태를-세-번-만날-확률/2109,https://kr-a.kakaopagecdn.com/P/C/2109/c1/2x/0517991b-48fb-4127-b0ef-d371587272f9.png
111,지금은 연애를 쉽니다,"유현숙,유현숙",X(완결),로맨스,"연애를 쉬자고?
다가오는 이별을 맞이한
여자의 홀로서기 성장기",카카오,https://webtoon.kakao.com/content/지금은-연애를-쉽니다/2044,https://kr-a.kakaopagecdn.com/P/C/2044/c1/2x/a7b7e103-c0e6-4c38-94b2-79df72966679.png
112,남남,"정영롱,정영롱",X(완결),드라마,"때론 정말
남이고 싶지만
남일 수 없는 이 관계",카카오,https://webtoon.kakao.com/content/남남/1762,https://kr-a.kakaopagecdn.com/P/C/1762/c1/2x/2205b964-990d-4212-b1b5-dafb2ed57bd0.png
113,도장을 찍어주세요,"다래,다래",X(완결),로맨스,"재벌가 후계자들 중 
꿈속에서 만난 운명의 
신랑감은 누구?!",카카오,https://webtoon.kakao.com/content/도장을-찍어주세요/2732,https://kr-a.kakaopagecdn.com/P/C/2732/c1/2x/bbcb2e66-fb2b-4abd-849a-c00fdb6f5e73.png
114,사랑하면 디져~트,"참치캔,참치캔",X(완결),로맨스,"짝남을 위한
쿠키가 살아있다!
미션 : 고백 성공",카카오,https://webtoon.kakao.com/content/사랑하면-디져트/2145,https://kr-a.kakaopagecdn.com/P/C/2145/c1/2x/9f5c2d2a-06ae-43bc-9005-8ddc3d8e73c7.png
115,조국이 당신을 원한다,"숭어,스박",X(완결),코믹/일상,"견우와 직녀를 위한
까치들의 지옥훈련
조국이 당신을 원한다",카카오,https://webtoon.kakao.com/content/조국이-당신을-원한다/2390,https://kr-a.kakaopagecdn.com/P/C/2390/c1/2x/ca5341c4-7afa-4db2-add4-501f4862c3c0.png
116,소쩍이 운다,"박흥용,박흥용",X(완결),드라마,"생을 찾아 나온 여자,
여자를 쫓는 무리와
여자를 지키려는 남자",카카오,https://webtoon.kakao.com/content/소쩍이-운다/2135,https://kr-a.kakaopagecdn.com/P/C/2135/c1/2x/de79d9f8-9700-471c-b473-4fde8ece8c5f.png
117,말하지 말까,"마루,마루",X(완결),로맨스,"기억하고 싶은
첫사랑의 향기.
그리고 향기나는 남자.",카카오,https://webtoon.kakao.com/content/말하지-말까/1875,https://kr-a.kakaopagecdn.com/P/C/1875/c1/2x/d3166800-c550-4f0c-98ee-21bbae3d6ffa.png
118,아싸클럽,"랑쓰,랑쓰",X(완결),드라마,"친구 없는 사람만 
가입 가능!
아싸클럽으로 오세요",카카오,https://webtoon.kakao.com/content/아싸클럽/1930,https://kr-a.kakaopagecdn.com/P/C/1930/c1/2x/2f92bfc0-8fa0-4394-8bc1-bb55278a26b1.png
119,너에게 투 혼(魂)!,"롱토피아,롱토피아",X(완결),판타지 드라마,"액션배우 옥세라,
남고생의 몸에
빙의되어버렸다?!",카카오,https://webtoon.kakao.com/content/너에게-투-혼魂/1757,https://kr-a.kakaopagecdn.com/P/C/1757/c1/2x/9cf632f8-3de2-4ac2-b652-d0cd94f526db.png
120,기숙사(死),"이제환,나는나야",X(완결),공포/스릴러,"정상 vs 비정상
네 명이 모이면
한 명은 비정상!",카카오,https://webtoon.kakao.com/content/기숙사/2148,https://kr-a.kakaopagecdn.com/P/C/2148/c1/2x/c41012b6-c9ff-4208-be45-c0d8936e0496.png
121,청춘 로맨스,"미울,BV",X(완결),로맨스,"가장 불안하고  가장
찬란한 시절 우리들의
이야기 <청춘로맨스>",카카오,https://webtoon.kakao.com/content/청춘-로맨스/2685,https://kr-a.kakaopagecdn.com/P/C/2685/c1/2x/0e129836-baa6-41ba-9825-f97ed39232aa.png
122,사귄 건 아닌데,"민홍,민홍",X(완결),로맨스,"스무 살의 첫사랑을
스물아홉에
다시 만났다",카카오,https://webtoon.kakao.com/content/사귄-건-아닌데/1933,https://kr-a.kakaopagecdn.com/P/C/1933/c1/2x/a29631ef-858d-4617-b986-7ef31e1bbd7d.png
123,도령의 가족,"미울,BV",X(완결),드라마,"특별한 일 없이도 
하루하루 
소란한 <도령의 가족>",카카오,https://webtoon.kakao.com/content/도령의-가족/2684,https://kr-a.kakaopagecdn.com/P/C/2684/c1/2x/6167e7da-a8e1-47b4-b0f5-ec88819a5d79.png
124,불합격인간,"Sepia,Sepia",X(완결),드라마,"불합격 인간인
나 자신도, 언젠간
바뀔 수 있는 걸까?",카카오,https://webtoon.kakao.com/content/불합격인간/2149,https://kr-a.kakaopagecdn.com/P/C/2149/c1/2x/0c482cbe-4a07-4e7d-8287-b4bc9cf1591a.png
125,술꾼도시처녀들,"미깡,미깡",X(완결),코믹/일상,"술꾼들을 위한
본격 음주
일상툰.",카카오,https://webtoon.kakao.com/content/술꾼도시처녀들/1090,https://kr-a.kakaopagecdn.com/P/C/1090/c1/2x/c3f573bf-7528-43bf-b074-c6370ea35bce.png
126,캐러멜의 만화 콘티 작법서,"캐러멜,캐러멜",X(완결),코믹/일상,"프로의 노하우를 응축한
최고의 콘티 매뉴얼!",카카오,https://webtoon.kakao.com/content/캐러멜의-만화-콘티-작법서/2668,https://kr-a.kakaopagecdn.com/P/C/2668/c1/2x/7592f975-ee2d-4cfc-8cfd-fe163a0be6d4.png
127,블랙윈터,"정이나,정이나",X(완결),로맨스 판타지,"어느 새카만 겨울날,
소년은 저주 받았고
소녀는 죄를 지었다.",카카오,https://webtoon.kakao.com/content/블랙윈터/1678,https://kr-a.kakaopagecdn.com/P/C/1678/c1/2x/5b1cd81a-3e3a-4f46-b850-2f57aeb70edf.png
128,취향저격 그녀,"로즈옹,로즈옹",X(완결),로맨스,"그의 심장을
저격하기 위해 뭉치다!
비밀스런 동거 라이프!",카카오,https://webtoon.kakao.com/content/취향저격-그녀/1450,https://kr-a.kakaopagecdn.com/P/C/1450/c1/2x/cf506a7d-d236-4c01-91d3-4f452a267b8f.png
129,포갓레인저,"옥한돌,옥한돌",X(완결),액션/무협,"소중한 것을 위해
나를 막는 모든 것과
싸워나가겠어",카카오,https://webtoon.kakao.com/content/포갓레인저/2656,https://kr-a.kakaopagecdn.com/P/C/2656/c1/2x/2b54ccd1-723b-4303-ba8f-4d9789102532.png
130,지금 죽이러 갑니다,"진연(조진연),이산(허지혜)",X(완결),공포/스릴러,"죽기 직전 과거로 간
도선영 그곳에서 살인자
아버지를 만나게 된다",카카오,https://webtoon.kakao.com/content/지금-죽이러-갑니다/2646,https://kr-a.kakaopagecdn.com/P/C/2646/c1/2x/475763ec-b710-4a4d-8c4e-2d7ff8fc64f8.png
131,C.O.P (씨오피),"류훈,지창근",X(완결),액션/무협,"이런 깡통 
로봇이랑 같이
수사 파트너를 하라고?",카카오,https://webtoon.kakao.com/content/C.O.P-씨오피/2648,https://kr-a.kakaopagecdn.com/P/C/2648/c1/2x/5a50a6e2-938e-4e1d-aa91-4e2db2edf228.png
132,전생에 나라를 구한 자,"현마담,현마담",X(완결),학원/판타지,"귀신의 도움을 받아
학교를 평정한 왕따
새로운 인생 시작?!",카카오,https://webtoon.kakao.com/content/전생에-나라를-구한-자/2089,https://kr-a.kakaopagecdn.com/P/C/2089/c1/2x/b5acb861-aa41-47c6-865e-ea76f7a7a8d0.png
133,춘식이는 프렌즈,"카카오,스튜디오 밀",X(완결),드라마,"춘식이와 새로운 
프렌즈들과의
우당탕탕 이야기",카카오,https://webtoon.kakao.com/content/춘식이는-프렌즈/2636,https://kr-a.kakaopagecdn.com/P/C/2636/c1/2x/a1207e0a-a09c-4414-b263-fb4f7b657a4a.png
134,오늘은 꼭 고백할 거야!,"CHYA,CHYA",X(완결),로맨스,"겉바속촉 김단의 
험난한 짝사랑!
과연 고백은 성공할까?",카카오,https://webtoon.kakao.com/content/오늘은-꼭-고백할-거야/1916,https://kr-a.kakaopagecdn.com/P/C/1916/c1/2x/0e58007f-6d85-4083-b237-0a542d873ada.png
135,체벌교사,"시노키오,홍솔민",X(완결),학원/판타지,"무너진 교권을
바로잡기 위한
체벌 교사의 특별 야자",카카오,https://webtoon.kakao.com/content/체벌교사/2090,https://kr-a.kakaopagecdn.com/P/C/2090/c1/2x/b23eac24-bdd0-4483-8159-6215d9f52249.png
136,저기요 손님,"강소소,강소소",X(완결),드라마,"네 명의 절친이
카페를 차리며 벌어지는
좌충우돌 청춘드라마",카카오,https://webtoon.kakao.com/content/저기요-손님/1713,https://kr-a.kakaopagecdn.com/P/C/1713/c1/2x/9d7016bd-eca5-4e16-a6bd-63251a6124e2.png
137,넘 많은 고양!,"빨루,빨루",X(완결),코믹/일상,"드립의 여왕 
빨루가 찾아왔다
그것도 고양이들과 함께",카카오,https://webtoon.kakao.com/content/넘-많은-고양/2628,https://kr-a.kakaopagecdn.com/P/C/2628/c1/2x/d480c4cc-8e60-48e5-8286-8bccc39b3d5b.png
138,라이언 집사일기,"카카오,카카오",X(완결),드라마,"우연히 만난 라이언과
춘식이 서로 적응해 
가는 이야기",카카오,https://webtoon.kakao.com/content/라이언-집사일기/2634,https://kr-a.kakaopagecdn.com/P/C/2634/c1/2x/70a2f6d8-a450-4338-9bcd-f85e8f65d596.png
139,춘식이는 집순이,"카카오,카카오",X(완결),드라마,"라이언 룸메 
춘식이의 꽁냥꽁냥
집순이 이야기 ",카카오,https://webtoon.kakao.com/content/춘식이는-집순이/2635,https://kr-a.kakaopagecdn.com/P/C/2635/c1/2x/c953ca07-10a0-45e4-bd9c-4ab4c9c5cebb.png
140,늑대가 우는 약국,"김지숙,신록",X(완결),로맨스,"우연히 하룻밤을 보낸
이 남자가
전직 늑대귀 아이돌?!",카카오,https://webtoon.kakao.com/content/늑대가-우는-약국/2613,https://kr-a.kakaopagecdn.com/P/C/2613/c1/2x/22f93420-6783-476d-bcae-c7a2f14d5fe8.png
141,이미테이션,"박경란,박경란",X(완결),로맨스,"나는 진짜를 꿈꿉니다.
짝퉁 아이돌과 탑스타의
무대 뒤 로맨스",카카오,https://webtoon.kakao.com/content/이미테이션/2301,https://kr-a.kakaopagecdn.com/P/C/2301/c1/2x/60d68cfa-6be6-4b0b-a2f9-a429099a0a42.png
142,마침내 푸른 불꽃이,"허수아,배로빈",X(완결),로맨스,"나는 
당신을 지키는 자, 
도깨비의 왕입니다",카카오,https://webtoon.kakao.com/content/마침내-푸른-불꽃이/2577,https://kr-a.kakaopagecdn.com/P/C/2577/c1/2x/45ea04e3-d3f8-43d9-8c48-ce95dc67d087.png
143,"달의 아이, 항아","로지야,로지야",X(완결),로맨스,"내가… 항아라고?
믿을 수 없어….",카카오,https://webtoon.kakao.com/content/달의-아이-항아/2576,https://kr-a.kakaopagecdn.com/P/C/2576/c1/2x/89185ec8-2a63-4d53-b02f-f597ac2bde06.png
144,랜딩,"설구,설구",X(완결),드라마,"나만의 숲을 만들고픈
청춘들의 이야기",카카오,https://webtoon.kakao.com/content/랜딩/2422,https://kr-a.kakaopagecdn.com/P/C/2422/c1/2x/a2365712-a488-49a9-a4ac-43205ffd969f.png
145,하나하나둘,"고은,고은",X(완결),로맨스,"미래의 남편이
유령이 되어
나타났다?!",카카오,https://webtoon.kakao.com/content/하나하나둘/1853,https://kr-a.kakaopagecdn.com/P/C/1853/c1/2x/ed1c3de7-cfd7-48d3-aff0-945704cd676b.png
146,여자친구 : 드라마 <남자친구> 스핀 오프,"들깨,PAMBA",X(완결),로맨스,"오렌지 같은 여자와
사랑에 서툰 남자의
마지막 사랑이야기",카카오,https://webtoon.kakao.com/content/여자친구-드라마-<남자친구>-스핀-오프/2570,https://kr-a.kakaopagecdn.com/P/C/2570/c1/2x/00a56246-17e4-42c5-b730-a1f14fa34c6e.png
147,불러줘 내 이름만,"꿀삼,꿀삼",X(완결),로맨스,"내 강아지와 
이름이 똑같은
대학교 선배?!",카카오,https://webtoon.kakao.com/content/불러줘-내-이름만/1919,https://kr-a.kakaopagecdn.com/P/C/1919/c1/2x/d015a80c-3b73-4eed-97a7-b0c6075343ce.png
148,정의는 죽지 않는다,"크레용,경우",X(완결),학원/판타지,"시시한 10대의
학원 액션은 끝났다.
묵직한 연륜이 온다.",카카오,https://webtoon.kakao.com/content/정의는-죽지-않는다/2124,https://kr-a.kakaopagecdn.com/P/C/2124/c1/2x/3300b8ca-50a9-444a-9d66-2e86249069d4.png
149,카야,"신일숙,신일숙",X(완결),로맨스 판타지,"내가 살기 위해, 
그녀를 놓아야 했다.
",카카오,https://webtoon.kakao.com/content/카야/2546,https://kr-a.kakaopagecdn.com/P/C/2546/c1/2x/44bf322b-a177-4ecb-abd8-245932766981.png
150,황제엔딩으로 가겠습니다,"김수오,자라개",X(완결),로맨스 판타지,"내 새끼 
하고 싶은거 다 해!
나 죽이는 것 만 빼고",카카오,https://webtoon.kakao.com/content/황제엔딩으로-가겠습니다/2545,https://kr-a.kakaopagecdn.com/P/C/2545/c1/2x/5e7a1df0-0644-49b0-9f19-d89eec9bf891.png
151,슈퍼매치 1탄 : LoL BJ 멸망전,"빛돌,뽈쟁이",X(완결),코믹/일상,"2021년 LCK 
서머 스플릿 공식 웹툰
핫한 경기와 비하인드!",카카오,https://webtoon.kakao.com/content/슈퍼매치-1탄-LoL-BJ-멸망전/2146,https://kr-a.kakaopagecdn.com/P/C/2146/c1/2x/c7fc83b2-3eb7-4e6c-8c7c-4e8a2bbb992b.png
